Record ID,Data de criação,Data da última modificação,Data da última atividade,Data de fechamento,Etapa do negócio,Valor,Valor do contrato anual,Receita anual recorrente,Valor total do contrato,Valor previsto,Valor na moeda da empresa,Valor do negócio projetado na moeda local,Valor do negócio projetado,Motivo de fechamento perdido,Data da próxima atividade,Nome da empresa,Nome do negócio completo,Setor,ultima_etapa,Nome do negócio
12993392541,2023-04-14 18:11,2023-07-16 23:57,2023-05-30 14:00,,Proposta Enviada (SQL),400000.0,,,,400000.0,400000.0,200000.0,200000.0,,,POSITIVO,Positivo,Serviços de instalações,Proposta,Positivo
12856570938,2023-04-05 17:08,2023-06-28 14:35,2023-04-14 12:07,,Agendamentos Aceitos (SAL),,,,,,,,,,,ITAÚ,Itaú,Bancário,Agendamento_Aceito,Itaú
12826723072,2023-04-03 16:53,2023-07-19 14:53,2023-04-10 15:36,,Negócio perdido,,,,,,,,,Nós Declinamos; Financeiro; Timing,,AGROGALAXY,Agrogalaxy,,Agendamento_Aceito,Agrogalaxy
12776263680,2023-03-29 10:26,2023-07-19 15:11,2023-03-28 14:30,2023-03-31 10:26,Negócio perdido,720000.0,,,,720000.0,720000.0,0.0,0.0,Financeiro; Fechou com Concorrente; Desinteresse/Declinou,,EUROCHEM,Eurochem,Produtos químicos ,Proposta,Eurochem
12754190484,2023-03-28 18:00,2023-07-04 16:54,2023-04-04 15:52,,Negócio perdido,,,,,,,,,Financeiro,,ISLA SEMENTES,Isla Sementes,Serviços financeiros,Agendamento_Aceito,Isla Sementes
12753468273,2023-03-28 16:05,2023-06-01 16:53,2023-04-25 12:04,,Negócio perdido,,,,,,,,,Financeiro,,SPORT CLUB,Sport Club Internacional,Esportes,Diagnostico,Sport Club Internacional
12688511828,2023-03-23 12:58,2023-07-04 16:52,2023-03-27 15:27,,Negócio perdido,,,,,,,,,Maturação; Timing,,VERDE AGRITECH,Verde AgriTech,Agricultura ,Agendamento_Aceito,Verde AgriTech
12627287415,2023-03-20 14:41,2023-06-01 16:54,2023-05-03 09:10,2023-03-31 14:40,Negócio perdido,,,,,,,,,Fechou com Concorrente; Financeiro,,GDM SEEDS,GDM Seeds,,Proposta,GDM Seeds
14266787179,2023-03-16 12:33,2023-07-24 09:40,2023-07-24 09:40,2023-07-31 12:32,Diagnóstico,147563.17,,,,147563.17,147563.17,59025.268,59025.268,,,SANTANDER,Santander - Novo Negócio,Bancário,Contato,Santander - Novo Negócio
12431223324,2023-03-07 10:01,2023-06-15 13:29,2023-03-15 10:22,,Agendamentos Aceitos (SAL),,,,,,,,,,,JOHN DEERE,John Deere,Maquinário,Agendamento_Aceito,John Deere
12334431491,2023-02-27 18:59,2023-07-19 14:44,2023-03-09 16:36,,Negócio perdido,,,,,,,,,Não é ICP; Maturação,,RESERVASVOTORANTIM,Reservas Votorantim,Atacado ,Agendamento_Aceito,Reservas Votorantim
12268878875,2023-02-22 12:30,2023-07-04 16:51,2023-03-01 11:34,,Negócio perdido,,,,,,,,,Financeiro,,VIBRA RESIDENCIAL,Vitta Residencial,,Agendamento_Aceito,Vitta Residencial
12135020909,2023-02-13 08:59,2023-07-19 15:24,2023-03-18 10:02,,Negócio perdido,,,,,,,,,Fechou com Concorrente; Maturação; Financeiro,,GRUPO SALTA,Grupo Salta Educação,,Diagnostico,Grupo Salta Educação
12087770387,2023-02-09 12:44,2023-05-02 03:00,2023-02-09 15:46,,Negócio perdido,,,,,,,,,Timing; Maturação,,GRUPO BERTOLINI,Grupo Bertolini ,Mobília,Agendamento_Aceito,Grupo Bertolini 
12070187587,2023-02-08 14:33,2023-07-19 15:38,2023-05-15 11:52,,Negócio perdido,,,,,,,,,Maturação; Timing; Desinteresse/Declinou,,LOJAS BENOIT,Lojas Benoit,Varejo ,Agendamento_Aceito,Lojas Benoit
12536215896,2023-01-14 00:00,2023-07-04 16:55,2023-03-08 14:30,,Negócio perdido,324000.0,,,,324000.0,324000.0,0.0,0.0,Maturação; Financeiro; Timing,,FORT ATACADISTA,Dom Atacadista,,Proposta,Dom Atacadista
11646251827,2023-01-10 09:48,2023-07-20 11:43,2023-02-16 15:30,,Negócio perdido,,,,,,,,,Sumiu; Financeiro,,DVA,DVA,Atacado,Diagnostico,DVA
12100866664,2023-01-08 00:00,2023-03-09 14:36,2023-02-03 16:00,,Agendamentos Aceitos (SAL),,,,,,,,,,,TEMBICI,Tembici,Esportes ,Agendamento_Aceito,Tembici
11557498281,2023-01-02 18:08,2023-04-03 09:34,2023-01-13 10:00,,Negócio perdido,,,,,,,,,Nós Declinamos,,CONVERSE,Converse,Vestuário e moda,Agendamento_Aceito,Converse
11369948255,2022-12-16 13:57,2023-04-03 09:39,2023-02-03 19:17,2022-12-31 13:57,Negócio perdido,,,,,,,,,Financeiro; Desinteresse/Declinou,,LOTS GROUP,LOTS Group,Transporte/caminhões/ferrovias,Proposta,LOTS Group
11266793340,2022-12-08 08:55,2023-05-30 15:49,2023-05-30 15:49,2022-12-31 08:54,Negócio perdido,,,,,,,,,Sumiu,,SUPER PRIX,SuperPrix,Varejo ,Agendamentos,SuperPrix
11234907490,2022-12-06 10:03,2023-03-09 14:37,2022-12-06 10:28,2022-12-31 10:02,Negócio perdido,,,,,,,,,Não é ICP,,FINTECHMAGALU,Fintechmagalu,,Negocios_Criados,Fintechmagalu
11156847374,2022-11-30 08:56,2023-04-12 09:52,2022-11-30 09:23,2022-11-30 08:55,Negócio perdido,,,,,,,,,Timing; Desinteresse/Declinou,,BRF,BRF,Produção de alimentos,Agendamento_Aceito,BRF
11146533800,2022-11-29 17:14,2023-06-21 19:48,2022-12-13 09:37,,Negócio perdido,,,,,,,,,Saiu da Empresa,,BANCO NEON,Banco next,Serviços financeiros,Agendamentos,Banco next
11074697233,2022-11-24 11:14,2023-07-20 11:09,2023-01-10 10:00,,Negócio perdido,,,,,,,,,Timing; Maturação,,CARREFOUR,Carrefour,Varejo,Diagnostico,Carrefour
11070312612,2022-11-23 21:27,2023-04-03 09:40,2022-12-01 09:04,,Negócio perdido,,,,,,,,,Nós Declinamos,,GRUPO AGRO,Grupo ATTO,Agricultura,Agendamentos,Grupo ATTO
11067648141,2022-11-23 18:01,2023-05-30 17:58,2022-12-02 11:25,2022-11-30 18:00,Negócio perdido,,,,,,,,,Financeiro,,ÁGUA DE,Agua de cheiro,,Negocios_Criados,Agua de cheiro
11027456697,2022-11-21 10:27,2023-07-19 15:02,2022-11-25 10:10,,Agendamentos (MQL),,,,,,,,,,,RENNOVA,Rennova,Biotecnologia ,Agendamento_Aceito,Rennova
10994423655,2022-11-18 09:54,2023-07-19 15:28,2022-11-22 10:13,,Negócio perdido,,,,,,,,,Maturação; Timing,,SARA,Stara,Agricultura ,Agendamento_Aceito,Stara
10995330926,2022-11-17 11:54,2023-03-09 14:36,2023-01-11 11:00,2022-11-30 11:53,Negócio perdido,,,,,,,,,Fechou com Concorrente; Financeiro,,AGROTOKEN,Agrotoken,,Proposta,Agrotoken
10980854596,2022-11-17 10:46,2023-07-20 11:14,2022-11-24 10:54,,Negócio perdido,,,,,,,,,Timing; Financeiro,,BEBIDAS POTY,Bebidas Poty,Alimentos e bebidas,Agendamento_Aceito,Bebidas Poty
10969649465,2022-11-16 16:38,2023-03-09 14:36,2022-11-29 15:28,2022-11-23 11:30,Negócio perdido,,,,,,,,,Não é ICP; Financeiro,,RUMO,Rumo,Transporte/caminhões/ferrovias ,Agendamentos,Rumo
10886978836,2022-11-10 16:39,2023-03-09 14:36,2022-11-22 12:47,2023-01-20 16:32,Negócio perdido,,,,,,,,,Maturação,,EVINO,Evino,,Agendamento_Aceito,Evino
10859783191,2022-11-08 16:46,2023-07-20 11:21,2022-11-09 19:33,,Negócio perdido,,,,,,,,,Saiu da Empresa,,HOSPITAL ALEMÃO,Hospital Alemão Oswaldo Cruz,Hospital e cuidados de saúde,Agendamento_Aceito,Hospital Alemão Oswaldo Cruz
10844814487,2022-11-07 15:23,2023-05-30 17:58,2022-11-21 14:57,,Agendamentos (MQL),,,,,,,,,,,AD'ORO,AD'ORO,,Agendamentos,AD'ORO
10766607698,2022-11-01 09:16,2023-07-19 14:59,2023-03-24 10:16,,Agendamentos (MQL),,,,,,,,,,,JUSSARA LATICINEOS, Jussara Laticineos,Alimentos e bebidas ,Agendamento_Aceito,Jussara Laticineos - Retomada
10677021007,2022-10-24 16:35,2023-04-03 09:34,2022-11-10 14:18,,Negócio perdido,,,,,,,,,Desinteresse/Declinou; Financeiro,,ACCOR,Accor,Hotelaria,Agendamento_Aceito,Accor
10630221896,2022-10-20 09:43,2023-04-03 09:41,2022-10-20 10:19,2022-10-31 09:41,Negócio perdido,,,,,,,,,Financeiro; Não é ICP,,WILEY,Wiley,Publicação,Agendamentos,Wiley
10619139943,2022-10-19 16:16,2023-06-26 10:51,2022-10-26 15:00,,Negócio perdido,,,,,,,,,Maturação; Nós Declinamos,,NESTLE,Nestlé,Alimentos e bebidas,Agendamento_Aceito,Nestlé
10615749476,2022-10-18 10:43,2023-04-03 09:41,2022-11-22 14:00,2022-10-31 10:42,Negócio perdido,,,,,,,,,Não é ICP,,SPRAY-TEC,SPRAYTEC,,Agendamentos,SPRAYTEC
10590690171,2022-10-17 09:55,2023-07-20 11:28,2022-11-08 11:30,,Negócio perdido,,,,,,,,,Não é ICP,,ZEN SA,Zensa,Automotivo,Agendamento_Aceito,Zensa
10358562966,2022-09-29 15:53,2023-07-04 16:55,2023-03-16 09:34,,Negócio perdido,,,,,,,,,Timing; Maturação,,NEW HOLLAND,New Holland - Construction,Maquinário,Diagnostico,New Holland - Construction
10289777579,2022-09-23 18:05,2023-03-13 15:03,2023-02-28 12:00,2022-11-24 12:07,Cliente,361995.96,,,,361995.96,361995.96,361995.96,361995.96,,,COCAMAR,Cocamar - Retomada,Produção de alimentos,Cliente,Cocamar - Retomada
10282208687,2022-09-22 21:56,2023-04-03 09:33,2022-10-11 10:47,,Negócio perdido,,,,,,,,,Timing; Desinteresse/Declinou,,KUAISHOU,Kuaishou,Software de computador,Agendamento_Aceito,Kuaishou
10277598247,2022-09-22 15:04,2023-07-20 11:48,2023-05-10 15:28,,Agendamentos (MQL),,,,,,,,,,,ENEL X, Enel X,Serviços de utilidade pública,Agendamento_Aceito,Enel X 
10268226307,2022-09-21 17:25,2023-07-19 15:26,2022-09-23 11:31,,Negócio perdido,,,,,,,,,Sumiu; Timing,,CNPBRASIL,CNN Brasil,,Agendamento_Aceito,CNN Brasil
10239355748,2022-09-19 15:09,2023-04-03 09:33,2022-10-13 17:24,,Negócio perdido,,,,,,,,,Maturação; Saiu da Empresa,,NISSAN,Nissan,Automotivo,Agendamento_Aceito,Nissan
10161938786,2022-09-12 16:40,2023-07-04 16:56,2022-09-20 15:30,,Negócio perdido,,,,,,,,,Maturação; Desinteresse/Declinou; Timing,,SONDA,HONDA,Software de computador,Agendamento_Aceito,HONDA
10161251850,2022-09-12 16:06,2023-07-20 11:11,2022-10-25 15:49,2023-01-20 16:27,Negócio perdido,,,,,,,,,Sumiu; Desinteresse/Declinou,,GAZIT,Gazin,,Proposta,Gazin
10160287395,2022-09-12 12:24,2023-07-20 11:24,2022-09-19 11:43,,Negócio perdido,,,,,,,,,Financeiro,,DPASCHOAL,Dpaschoal,Automotivo,Agendamento_Aceito,Dpaschoal
10117266732,2022-09-08 15:00,2023-07-20 11:10,2022-09-29 19:37,2023-01-20 16:27,Negócio perdido,,,,,,,,,Financeiro,,TEUTO,Teuto,Farmacêutica,Diagnostico,Teuto
10067849484,2022-09-05 11:44,2023-07-20 11:59,2022-09-20 09:36,2022-10-03 11:38,Negócio perdido,,,,,,,,,Financeiro; Não é ICP,,PORTOBELLO,Portobello,Materiais de construção,Agendamento_Aceito,Portobello - Pointer
9942666548,2022-08-26 09:52,2023-05-25 22:36,2022-10-10 11:36,,Agendamentos (MQL),,,,,,,,,,,PEPSICO,PepsiCo,Alimentos e bebidas,Agendamentos,PepsiCo
9922745002,2022-08-24 16:55,2023-07-19 14:58,2022-10-03 17:41,,Negócio perdido,,,,,,,,,Financeiro; Timing,,FOCO ALUGUEL,Foco Aluguel de Carro,,Agendamento_Aceito,Foco Aluguel de Carro
9910334978,2022-08-23 15:08,2023-07-19 15:07,2022-10-26 15:30,,Negócio perdido,,,,,,,,,Não é ICP,,GRUPO LÍDER,Grupo Líder,,Proposta,Grupo Líder
9907461386,2022-08-23 11:32,2023-03-30 17:08,2022-08-23 14:47,,Negócio perdido,,,,,,,,,Não é ICP,,WE PINK,We Pink,,Agendamento_Aceito,We Pink
9892494180,2022-08-22 08:28,2023-06-26 10:51,2023-04-12 15:00,,Proposta Enviada (SQL),,,,,,,,,,,JBS,JBS,Produção de alimentos,Proposta,JBS
9892391035,2022-08-22 08:28,2023-04-03 09:31,2022-08-23 14:30,,Negócio perdido,,,,,,,,,Não é ICP,,BAYER PHARMACEUTICALS,Bayer Pharmaceuticals,Farmacêutica,Agendamento_Aceito,Bayer Pharmaceuticals
9872374867,2022-08-19 17:03,2023-07-19 15:20,2023-03-20 09:30,,Negócio perdido,,,,,,,,,Desinteresse/Declinou; Timing,,PETZ, Petz - Retomada,,Diagnostico, Petz - Retomada
9849094535,2022-08-17 14:05,2023-04-03 09:40,2022-10-11 09:40,,Negócio perdido,,,,,,,,,Maturação; Timing,,NATURA&CO,Natura&CO,Cosméticos,Diagnostico,Natura&CO
9767065765,2022-08-09 09:24,2023-03-13 15:18,2022-09-13 09:29,2022-08-31 09:24,Negócio perdido,9142.1,,,,9142.1,9142.1,0.0,0.0,Desinteresse/Declinou,,DIGIO,Digio,Tecnologia da informação e serviços ,Proposta,Digio - Upsell III
9694270742,2022-08-03 23:52,2023-03-09 14:36,2022-10-04 15:03,2022-09-07 21:28,Cliente,404911.98,,,,404911.98,404911.98,404911.98,404911.98,,,MART MINAS,Mart Minas,Tecnologia da informação e serviços,Cliente,Mart Minas - Renovação 50%
9691251818,2022-08-03 14:24,2023-07-19 14:47,2022-08-11 14:31,,Negócio perdido,,,,,,,,,Timing; Saiu da Empresa; Não é ICP; Financeiro,,ZOOP,Zoop,Tecnologia da informação e serviços ,Agendamento_Aceito,Zoop
9671392000,2022-08-01 22:26,2023-04-03 09:32,2022-09-16 11:29,,Negócio perdido,,,,,,,,,Financeiro; Nós Declinamos,,GRUPO MULTITÉCNICA,Grupo Multitécnica,Produtos químicos,Agendamento_Aceito,Grupo Multitécnica
9556284505,2022-07-21 15:29,2023-03-09 14:36,2022-08-02 16:28,2022-10-07 14:44,Negócio perdido,,,,,,,,,Não é ICP,,ULTRAGAZ,Ultragaz,Petróleo e energia,Agendamento_Aceito,Ultragaz
9554698256,2022-07-21 12:54,2023-03-09 14:36,2022-08-11 15:33,,Negócio perdido,,,,,,,,,Timing; Maturação,,GRUPO ONCOCLINICAS,Grupo Oncoclinicas,Hospital e cuidados de saúde,Agendamento_Aceito,Grupo Oncoclinicas
9535985760,2022-07-19 17:08,2023-07-20 11:12,2022-07-22 14:27,,Negócio perdido,,,,,,,,,Financeiro; Timing,,WAP,WAP,Bens de consumo,Agendamento_Aceito,WAP
9533639733,2022-07-19 11:37,2023-04-03 09:30,2022-07-26 09:00,,Negócio perdido,,,,,,,,,Sumiu; Nós Declinamos,,MOURA DUBEUX,Moura Dubeux,Construção,Agendamento_Aceito,Moura Dubeux
9714001725,2022-07-15 11:49,2023-03-09 14:36,2022-08-12 09:00,2022-08-31 11:47,Negócio perdido,,,,,,,,,Desinteresse/Declinou; Timing,,PRIME CURSOS,Prime Cursos II  Upsell,Software de computador,Proposta,Prime Cursos II  Upsell
9492773640,2022-07-14 08:20,2023-03-09 14:36,2022-09-23 12:38,2022-10-19 18:30,Negócio perdido,622968.24,,,,622968.24,622968.24,0.0,0.0,Timing,,PAMPLONA ALIMENTOS,Pamplona Alimentos,Produção de alimentos,Proposta,Pamplona Alimentos
9458850179,2022-07-11 11:43,2023-03-13 15:18,2022-08-11 09:00,,Negócio perdido,,,,,,,,,Saiu da Empresa; Sumiu,,RENAULT,Renault,Automotivo,Diagnostico,Renault
9435779855,2022-07-08 15:22,2023-06-01 10:16,2022-08-30 15:10,,Negócio perdido,,,,,,,,,Financeiro,,MALLORY ELETROPORTÁTEIS,Mallory Eletroportáteis ,Eletrônicos de consumo,Diagnostico,Mallory Eletroportáteis 
9434955293,2022-07-07 12:09,2023-07-13 09:41,2022-08-12 10:36,2022-07-31 12:03,Negócio perdido,,,,,,,,,Nós Declinamos,,EMBELLEZE,Embelleze,Cosméticos,Diagnostico,Embelleze
9342483878,2022-06-29 10:46,2023-03-13 15:16,2022-09-15 11:28,,Negócio perdido,,,,,,,,,Desinteresse/Declinou; Financeiro,,ALPER SEGUROS,Alper Seguros,Seguro,Diagnostico,Alper Seguros
9335197262,2022-06-28 16:26,2023-03-09 14:36,2022-07-18 15:00,2022-08-10 13:41,Negócio perdido,,,,,,,,,Fechou com Concorrente; Financeiro,,MOSAIC BRASIL,Mosaic Brasil,Produtos químicos,Diagnostico,Mosaic Brasil
9335038859,2022-06-28 16:26,2023-03-09 14:36,2022-07-21 15:15,,Negociação,950000.0,,,,950000.0,950000.0,665000.0,665000.0,,,CENCOSUD,Cencosud,Varejo ,Proposta,Cencosud
9321003094,2022-06-27 15:25,2023-07-17 22:58,2022-10-03 17:40,,Negócio perdido,,,,,,,,,Maturação,,JACTO, Jacto,Maquinário,Diagnostico, Jacto
9320851333,2022-06-27 15:17,2023-07-19 15:26,2023-05-02 10:23,2022-08-10 13:43,Negócio perdido,,,,,,,,,Sumiu; Não é ICP,,MOTA SUPERMERCADOS,Sonda Supermercados,Varejo ,Proposta,Sonda Supermercados
9266863369,2022-06-21 18:39,2023-03-09 14:36,2022-07-15 16:00,,Negócio perdido,,,,,,,,,Desinteresse/Declinou; Sumiu,,LEITE DE,Leite de Rosas,"Saúde, bem-estar e fitness",Diagnostico,Leite de Rosas
9145229174,2022-06-09 18:22,2023-03-09 14:36,2022-06-22 10:46,2022-08-10 13:39,Negócio perdido,,,,,,,,,Financeiro; Maturação,,AYUMI SUPERMERCADOS,Ayumi Supermercados,,Agendamento_Aceito,Ayumi Supermercados
9142920225,2022-06-09 12:32,2023-07-19 15:09,2022-07-04 19:14,,Negócio perdido,510000.0,,,,510000.0,510000.0,0.0,0.0,Fechou com Concorrente; Financeiro,,BOMBRIL,Bombril ,Produtos químicos ,Proposta,Bombril 
9134056239,2022-06-08 16:10,2023-06-22 11:12,2022-07-07 18:27,2022-08-09 16:18,Negócio perdido,,,,,,,,,Financeiro,,ENXUTO SUPERMERCADOS, Enxuto Supermercados ,Varejo,Diagnostico, Enxuto Supermercados 
9059767372,2022-05-31 16:06,2023-03-09 14:36,2022-06-24 11:09,2022-08-10 13:41,Negócio perdido,,,,,,,,,Não é ICP,,ZENATUR,Zenatur,Logística e cadeia de suprimento,Diagnostico,Zenatur
8947390720,2022-05-18 15:02,2023-07-19 14:43,2022-06-03 11:00,2022-06-06 11:16,Negócio perdido,,,,,,,,,Financeiro; Não é ICP; Nós Declinamos,,CORDEIRO SUPERMERCADOS,Celeiro Supermercados,,Agendamento_Aceito,Celeiro Supermercados
8938556759,2022-05-17 16:41,2023-04-03 09:42,2022-06-01 11:00,2022-05-31 16:41,Negócio perdido,,,,,,,,,Sumiu,,BARRY CALLEBAUT,Barry Callebaut,Produção de alimentos,Agendamentos,Barry Callebaut
8891831424,2022-05-12 12:46,2023-07-19 15:09,2022-05-19 16:13,2022-05-31 16:02,Negócio perdido,,,,,,,,,Financeiro; Não é ICP,,PRIMA FOODS,Prima Foods ,Alimentos e bebidas ,Agendamento_Aceito,Prima Foods 
8860080758,2022-05-09 17:09,2023-03-09 14:37,2022-06-10 10:00,,Negócio perdido,,,,,,,,,Financeiro; Não é ICP,,IQUAGAMI SUPERMERCADOS,Iquegami Supermercados,,Agendamento_Aceito,Iquegami Supermercados
9185739073,2022-05-06 00:00,2023-05-12 10:13,2022-07-11 17:00,2022-11-11 11:34,Cliente,616536.0,,,,616536.0,616536.0,616536.0,616536.0,,,FARMADELIVERY,Farmadelivery II ,,Cliente,Farmadelivery II 
8785636688,2022-05-02 14:03,2023-03-09 14:37,2022-05-30 19:37,2023-02-09 10:04,Negócio perdido,720000.0,,,,720000.0,720000.0,0.0,0.0,Financeiro,,NK SEMENTES,NK Sementes (Syngenta) - Portal,Agricultura,Proposta,NK Sementes (Syngenta) - Portal
8784596653,2022-05-02 11:54,2023-04-03 09:29,2022-06-30 08:57,2022-05-17 16:42,Negócio perdido,,,,,,,,,Timing; Nós Declinamos,,VALMONT,Valmont,Maquinário,Agendamento_Aceito,Valmont
8808339045,2022-05-02 00:00,2023-03-09 14:36,2022-06-30 17:51,2022-07-04 19:01,Cliente,217872.0,,,,217872.0,217872.0,217872.0,217872.0,,,NIMGENETICS,Nim Genetics,Biotecnologia,Cliente,Nim Genetics
8521807490,2022-04-05 11:03,2023-03-09 14:36,2022-04-07 15:25,2022-04-20 12:13,Negócio perdido,,,,,,,,,Maturação,,GRUPO REDEBRASIL,Grupo Redebrasil,Serviços financeiros,Agendamento_Aceito,Grupo Redebrasil
8444212021,2022-04-01 17:47,2023-03-09 14:36,2022-04-08 10:45,2022-04-20 12:19,Negócio perdido,,,,,,,,,Financeiro; Não é ICP,,UNIPAR,Unipac,Ensino superior,Agendamento_Aceito,Unipac
8437713017,2022-04-01 15:20,2023-03-09 14:36,2022-04-06 11:49,2022-04-06 11:49,Negócio perdido,,,,,,,,,Financeiro; Não é ICP,,EUCATUR,EUCATUR,Transporte/caminhões/ferrovias,Agendamento_Aceito,EUCATUR
8401843003,2022-03-30 08:12,2023-07-19 14:47,2022-04-20 17:28,2022-05-17 16:42,Negócio perdido,,,,,,,,,Não é ICP,,CASTRILLON AUTOPEÇAS, Castrillon Autopeças,,Agendamento_Aceito, Castrillon Autopeças
8391202363,2022-03-29 16:42,2023-03-09 14:36,2022-04-10 15:35,2022-04-10 15:16,Negócio perdido,,,,,,,,,Timing; Maturação,,METALÚRGICA FEY,Metalúrgica Fey ,Engenharia mecânica ou industrial,Agendamento_Aceito,Metalúrgica Fey 
8344505364,2022-03-24 11:56,2023-07-20 11:25,2022-04-01 16:00,2022-04-20 12:13,Negócio perdido,,,,,,,,,Nós Declinamos; Não é ICP,,VETBR SAÚDE, VetBR Saúde Animal ,,Agendamento_Aceito, VetBR Saúde Animal 
8343752003,2022-03-24 09:36,2023-07-19 15:38,2022-11-21 14:57,2022-05-31 15:59,Negócio perdido,,,,,,,,,Fechou com Concorrente; Timing; Maturação,,AD'ORO,AD'ORO,Cosméticos ,Agendamento_Aceito,AD'ORO
8322344064,2022-03-23 11:39,2023-07-19 15:20,2022-07-08 18:02,2022-08-09 16:18,Negócio perdido,,,,,,,,,Sumiu; Desinteresse/Declinou,,GRUPOSEMAR,Grupo Semar Supermercados,,Diagnostico,Grupo Semar Supermercados
8304208765,2022-03-21 16:49,2023-07-19 14:50,2023-05-10 15:21,,Negócio perdido,307308.0,,,,307308.0,307308.0,0.0,0.0,Timing; Desinteresse/Declinou; Maturação,,SAS PLATAFORMA,SAS Plataforma de Educação,,Proposta,SAS Plataforma de Educação
8301515184,2022-03-21 12:03,2023-07-19 15:27,2022-03-28 14:05,2022-04-07 09:52,Negócio perdido,,,,,,,,,Não é ICP; Nós Declinamos,,GRUPO PRINER,Grupo Priner,,Agendamento_Aceito,Grupo Priner
8264520809,2022-03-18 17:35,2023-07-20 11:13,2022-04-04 16:00,2022-04-20 12:20,Negócio perdido,,,,,,,,,Nós Declinamos; Não é ICP,,APSA,APSA,Imobiliária,Agendamento_Aceito,APSA
8263921938,2022-03-18 16:58,2023-06-19 08:18,2022-07-14 11:38,2022-07-14 11:37,Negócio perdido,,,,,,,,,Timing; Sumiu,,LUNELLI,Lunelli,Vestuário e moda,Agendamentos,Lunelli
8253354841,2022-03-17 17:22,2023-03-09 14:37,2022-04-13 10:16,2022-06-13 08:50,Negócio perdido,,,,,,,,,Sumiu; Timing,,PRODAP,Prodap,Bens de consumo,Agendamento_Aceito,Prodap
8239766660,2022-03-16 10:16,2023-03-09 14:36,2022-03-23 14:43,2022-04-20 12:14,Negócio perdido,,,,,,,,,Maturação; Não é ICP; Timing,,SHOPPING RECIFE,Shopping Recife,Varejo,Agendamento_Aceito,Shopping Recife
8235144739,2022-03-15 22:01,2023-07-20 11:23,2022-08-10 08:00,2022-08-24 11:12,Proposta Enviada (SQL),445722.96,,,,445722.96,445722.96,222861.48,222861.48,,,PORTO ITAPOÁ, Porto Itapoá,Transporte/caminhões/ferrovias,Proposta, Porto Itapoá
8242183344,2022-03-15 16:39,2023-03-09 14:36,2022-04-28 14:50,2022-07-04 16:22,Negócio perdido,,,,,,,,,Timing; Não é ICP,,ALTERDATA SOFTWARE,Alterdata Software II,Software de computador,Proposta,Alterdata Software II
8230722315,2022-03-15 11:50,2023-07-19 15:12,2022-09-06 12:25,2022-10-19 18:30,Negócio perdido,,,,,,,,,Saiu da Empresa,,WISE SOLUÇÕES,Wiz Soluções,Serviços financeiros ,Proposta,Wiz Soluções
8230620996,2022-03-15 11:34,2023-06-26 10:50,2022-03-18 17:30,2022-04-20 12:17,Negócio perdido,,,,,,,,,Não é ICP,,VALEO, Vale,Automotivo,Agendamento_Aceito, Vale
8218762164,2022-03-14 11:21,2023-03-09 14:36,2022-03-21 11:00,2022-04-20 12:14,Negócio perdido,,,,,,,,,Não é ICP,,MEDABIL,Medabil,Construção,Agendamento_Aceito,Medabil
8218716681,2022-03-14 10:55,2023-07-19 15:45,2022-05-09 17:30,2022-05-09 17:32,Negócio perdido,,,,,,,,,Timing; Maturação,,FREITAS VAREJO,Freitas Varejo,Varejo ,Agendamento_Aceito,Freitas Varejo
8195134813,2022-03-11 09:59,2023-03-09 14:36,2022-04-08 10:00,2022-05-09 15:35,Negócio perdido,,,,,,,,,Não é ICP; Nós Declinamos,,HOSPITAL ERNESTO,Hospital Ernesto Dornelles,Hospital e cuidados de saúde,Agendamento_Aceito,Hospital Ernesto Dornelles
8188477081,2022-03-10 17:34,2023-03-09 14:36,2022-04-05 18:53,2022-07-01 16:36,Negócio perdido,,,,,,,,,Não é ICP; Sumiu,,7COMM,7COMm,Tecnologia da informação e serviços,Diagnostico,7COMm
8184437058,2022-03-10 10:56,2023-07-19 15:31,2022-03-15 16:42,2022-04-20 12:18,Negócio perdido,,,,,,,,,Maturação,,DAKI,Daki ,Varejo ,Agendamento_Aceito,Daki 
8184436663,2022-03-10 10:54,2023-07-19 15:33,2022-03-16 16:33,2022-05-31 16:00,Negócio perdido,,,,,,,,,Maturação; Timing,,NBCUNIVERSAL,NBCUniversal,,Agendamento_Aceito,NBCUniversal
8176898414,2022-03-09 13:43,2023-03-09 14:36,2022-02-09 15:00,2022-04-20 12:09,Negócio perdido,,,,,,,,,Nós Declinamos,,GRUPO GR,Grupo OR II - Upsell,Segurança e investigações,Negocios_Criados,Grupo OR II - Upsell
8169055888,2022-03-08 18:23,2023-07-19 14:42,2022-03-18 16:07,2022-05-17 16:42,Negócio perdido,,,,,,,,,Nós Declinamos; Financeiro,,UNIDASUL,UnidaSul,,Agendamento_Aceito,UnidaSul
8168954119,2022-03-08 17:08,2023-07-20 11:32,2023-04-15 12:29,2022-07-06 11:54,Cliente,636000.0,,,,636000.0,636000.0,636000.0,636000.0,,,DEEZER,Deezer,Software de computador,Cliente,Deezer
8165996143,2022-03-08 11:00,2023-07-20 11:14,2022-04-04 13:45,2022-05-04 14:18,Negócio perdido,,,,,,,,,Financeiro,,LIBERTY SEGUROS,Liberty Seguros,Seguro,Proposta,Liberty Seguros - Affinity
